state,instance,split,generation,seed,rep,policy,decodes,budget,gain,batches,evaluated,feature_seconds,wall_seconds
Mk03-101-9,Mk03,validation,9,101,1,round,96,96,0.024035923237855715,38,69,0.03197930001624627,0.4059264000024996
Mk03-101-9,Mk03,validation,9,101,1,stop,96,96,0.017788377904016724,28,79,0.02357330000086222,0.29431349999504164
Mk03-101-9,Mk03,validation,9,101,1,feedback,96,96,0.02385534064758312,32,67,0.02886729999590898,0.3530012000046554
Mk03-101-9,Mk03,validation,9,101,2,fixed,96,96,0.026604617392625873,24,96,0.02040129999659257,0.2955615000028047
Mk03-101-9,Mk03,validation,9,101,2,round,96,96,0.017467779840829367,38,67,0.03237349999108119,0.40662130000418983
Mk03-101-9,Mk03,validation,9,101,2,stop,96,96,0.026604617392625873,24,96,0.020388599987199996,0.3003984000024502
Mk03-101-9,Mk03,validation,9,101,2,feedback,96,96,0.014913059097514966,31,80,0.028564299987920094,0.3673223000005237
Mk03-101-19,Mk03,validation,19,101,0,fixed,96,96,0.013000195263547324,24,96,0.019630000002507586,0.2871071999979904
Mk03-101-19,Mk03,validation,19,101,0,round,96,96,0.012690727850682907,39,67,0.032341199985239655,0.39563970000017434
Mk03-101-19,Mk03,validation,19,101,0,stop,96,96,0.012053848391198612,29,84,0.023966499960806686,0.31984730000112904
Mk03-101-19,Mk03,validation,19,101,0,feedback,96,96,0.008627002554721189,30,77,0.027036700004828162,0.34497510000073817
Mk03-101-19,Mk03,validation,19,101,1,fixed,96,96,0.030294718109898824,24,96,0.019369399997231085,0.27987209999992047
Mk03-101-19,Mk03,validation,19,101,1,round,96,96,0.023264621239649327,39,65,0.03270460002386244,0.39899980000336654
Mk03-101-19,Mk03,validation,19,101,1,stop,96,96,0.030294718109898824,24,96,0.021548299984715413,0.30741309999575606
Mk03-101-19,Mk03,validation,19,101,1,feedback,96,96,0.0167189307087462,31,73,0.02816250003525056,0.3477181999987806
Mk03-101-19,Mk03,validation,19,101,2,fixed,96,96,0.012013000679594195,24,96,0.02018149999639718,0.28857609999977285
Mk03-101-19,Mk03,validation,19,101,2,round,96,96,0.017594487226909802,38,63,0.032361000012315344,0.39952810000249883
Mk03-101-19,Mk03,validation,19,101,2,stop,96,96,0.010686308242777389,25,92,0.020660600006522145,0.28067819999705534
Mk03-101-19,Mk03,validation,19,101,2,feedback,96,96,0.01988419945029541,32,64,0.028900299985252786,0.3403805999987526
Mk03-202-0,Mk03,validation,0,202,0,fixed,96,96,0.043370150425944276,24,96,0.02005309999367455,0.2979711999942083
Mk03-202-0,Mk03,validation,0,202,0,round,96,96,0.030792883848073313,39,64,0.03303259998210706,0.40667620000022
Mk03-202-0,Mk03,validation,0,202,0,stop,96,96,0.043370150425944276,24,96,0.019694700014952105,0.2979927000051248
Mk03-202-0,Mk03,validation,0,202,0,feedback,96,96,0.02730160435166814,30,79,0.02737419999903068,0.364903100002266
Mk03-202-0,Mk03,validation,0,202,1,fixed,96,96,0.020206485958899373,24,96,0.020015100009914022,0.31043160000263015
Mk03-202-0,Mk03,validation,0,202,1,round,96,96,0.03887007212134124,39,61,0.03313179997348925,0.4035555000009481
Mk03-202-0,Mk03,validation,0,202,1,stop,96,96,0.046600768789269095,25,90,0.020491199982643593,0.29505699999572244
Mk03-202-0,Mk03,validation,0,202,1,feedback,93,96,0.04498104748547243,96,64,0.08908450001035817,1.248273599994718
Mk03-202-0,Mk03,validation,0,202,2,fixed,96,96,0.05795398148641353,24,96,0.02051890000439016,0.3027220000003581
Mk03-202-0,Mk03,validation,0,202,2,round,96,96,0.03743706907120206,37,64,0.030818499966699164,0.4058930999963195
Mk03-202-0,Mk03,validation,0,202,2,stop,96,96,0.05795398148641353,24,96,0.020464699999138247,0.29831999999441905
Mk03-202-0,Mk03,validation,0,202,2,feedback,96,96,0.05885173574221423,30,78,0.026906000006420072,0.35951760000170907
Mk03-202-9,Mk03,validation,9,202,0,fixed,96,96,0.02271867747559457,24,96,0.020599700008460786,0.3019907000052626
Mk03-202-9,Mk03,validation,9,202,0,round,96,96,0.026836101999016135,39,62,0.034343699968303554,0.41263499999331543
Mk03-202-9,Mk03,validation,9,202,0,stop,95,96,0.02973464952093826,25,84,0.021134500020707492,0.290047800001048
Mk03-202-9,Mk03,validation,9,202,0,feedback,96,96,0.026938527989825538,31,79,0.0281013999847346,0.354984700003115
Mk03-202-9,Mk03,validation,9,202,1,fixed,96,96,0.03381032689871182,24,96,0.019761499999731313,0.29018840000208
Mk03-202-9,Mk03,validation,9,202,1,round,96,96,0.02696486130155165,39,64,0.033059800014598295,0.40128399999957765
Mk03-202-9,Mk03,validation,9,202,1,stop,96,96,0.034565235444001766,25,88,0.020449700008612126,0.287110199999006
Mk03-202-9,Mk03,validation,9,202,1,feedback,96,96,0.036231531022171685,30,80,0.027979299986327533,0.3799109000028693
Mk03-202-9,Mk03,validation,9,202,2,fixed,96,96,0.04305847714871157,24,96,0.019852300014463253,0.2936568000004627
Mk03-202-9,Mk03,validation,9,202,2,round,96,96,0.01778119657227112,39,64,0.03264040000067325,0.3952579999968293
Mk03-202-9,Mk03,validation,9,202,2,stop,96,96,0.04305847714871157,24,96,0.02003399998648092,0.2894882999971742
Mk03-202-9,Mk03,validation,9,202,2,feedback,96,96,0.025148905785500525,31,80,0.02889250001317123,0.36737949999951525
Mk03-202-19,Mk03,validation,19,202,0,fixed,96,96,0.026554022859265565,24,96,0.020091299986233935,0.28385590000107186
Mk03-202-19,Mk03,validation,19,202,0,round,96,96,0.007972425905630557,39,65,0.032870800016098656,0.3949553999991622
Mk03-202-19,Mk03,validation,19,202,0,stop,95,96,0.019703110254210433,25,88,0.02147570002125576,0.27699479999864707
Mk03-202-19,Mk03,validation,19,202,0,feedback,96,96,0.01829936149308401,30,81,0.027600900000834372,0.35335140000097454
