instance,split,policy,gain,mean_decodes,mean_wall_seconds,unspent_runs
Mk01,explore,fixed,0.0998525895179968,76.66666666666667,0.3481880555555108,7
Mk01,explore,round,0.09607068005999063,95.88888888888889,0.14075774444305958,1
Mk01,explore,stop,0.12579900278872796,96.0,0.10695785555516421,0
Mk01,explore,feedback,0.12670229120667273,96.0,0.12302340000153184,0
