state,instance,split,generation,group,fraction,policy,n,gain_per_budget
Mk01-101-9,Mk01,explore,9,R,0.5,fixed,3,0.0008746264185170963
Mk01-101-9,Mk01,explore,9,R,0.5,shuffled,5,0.0005185410155614831
Mk01-101-9,Mk01,explore,9,S,0.25,conditional,5,0.0006703059594702891
Mk01-101-9,Mk01,explore,9,S,0.25,fixed,3,0.00036355425362936044
Mk01-101-9,Mk01,explore,9,S,0.25,shuffled,5,0.0006703059594702891
Mk01-101-9,Mk01,explore,9,S,0.5,conditional,3,0.0014734517131930107
Mk01-101-9,Mk01,explore,9,S,0.5,fixed,3,0.0014734517131930107
Mk01-101-9,Mk01,explore,9,S,0.5,shuffled,3,0.0014734517131930107
Mk01-101-9,Mk01,explore,9,A,0.25,conditional,3,0.0018647152253190658
Mk01-101-9,Mk01,explore,9,A,0.25,fixed,3,0.0018647152253190658
Mk01-101-9,Mk01,explore,9,A,0.25,shuffled,3,0.0018647152253190658
Mk01-101-9,Mk01,explore,9,A,0.5,conditional,3,0.002062401928190321
Mk01-101-9,Mk01,explore,9,A,0.5,fixed,3,0.002062401928190321
Mk01-101-9,Mk01,explore,9,A,0.5,shuffled,3,0.002062401928190321
Mk01-101-9,Mk01,explore,9,C,0.25,conditional,5,0.0007838245233530609
Mk01-101-9,Mk01,explore,9,C,0.25,fixed,3,0.0011161630064155425
Mk01-101-9,Mk01,explore,9,C,0.25,shuffled,5,0.0007838245233530609
Mk01-101-9,Mk01,explore,9,C,0.5,conditional,3,0.0022383575594617177
Mk01-101-9,Mk01,explore,9,C,0.5,fixed,3,0.0022383575594617177
Mk01-101-9,Mk01,explore,9,C,0.5,shuffled,5,0.0007761762484770881
Mk01-101-9,Mk01,explore,9,W,0.25,conditional,3,0.0016660368797864207
Mk01-101-9,Mk01,explore,9,W,0.25,fixed,3,0.0016660368797864207
Mk01-101-9,Mk01,explore,9,W,0.25,shuffled,3,0.0016660368797864207
Mk01-101-9,Mk01,explore,9,W,0.5,conditional,3,0.0007100021875149649
Mk01-101-9,Mk01,explore,9,W,0.5,fixed,3,0.0007100021875149649
Mk01-101-9,Mk01,explore,9,W,0.5,shuffled,3,0.0007100021875149649
Mk01-101-9,Mk01,explore,9,L,0.25,conditional,3,0.0016350965821487525
Mk01-101-9,Mk01,explore,9,L,0.25,fixed,3,0.0016350965821487525
Mk01-101-9,Mk01,explore,9,L,0.25,shuffled,3,0.0016350965821487525
Mk01-101-9,Mk01,explore,9,L,0.5,conditional,3,0.0018110666310326795
Mk01-101-9,Mk01,explore,9,L,0.5,fixed,3,0.0018110666310326795
Mk01-101-9,Mk01,explore,9,L,0.5,shuffled,3,0.0018110666310326795
