state,instance,split,seed,generation,population_index,fraction,n,rep,group,rng_seed,feature_seconds_all_groups,attempts,evaluated,outside,noop,duplicate,decodes,gain,gain_per_decode,gain_per_budget,wall_seconds
Mk01-101-0,Mk01,explore,101,0,10,0.25,2,1,L,1799740749815687894,0.0004079999998793937,320,0,319,1,0,0,0.0,,0.0,0.010416900004202034
Mk01-101-0,Mk01,explore,101,0,10,0.25,2,2,R,11069395938400872051,0.0004082000014022924,320,0,320,0,0,0,0.0,,0.0,0.010545700002694502
Mk01-101-0,Mk01,explore,101,0,10,0.25,2,2,S,11069395938400872051,0.0004082000014022924,320,0,320,0,0,0,0.0,,0.0,0.010146399996301625
Mk01-101-0,Mk01,explore,101,0,10,0.25,2,2,A,11069395938400872051,0.0004082000014022924,320,0,320,0,0,0,0.0,,0.0,0.010615099999995437
Mk01-101-0,Mk01,explore,101,0,10,0.25,2,2,C,11069395938400872051,0.0004082000014022924,320,0,320,0,0,0,0.0,,0.0,0.010900999994191807
Mk01-101-0,Mk01,explore,101,0,10,0.25,2,2,W,11069395938400872051,0.0004082000014022924,320,0,320,0,0,0,0.0,,0.0,0.010107699999934994
Mk01-101-0,Mk01,explore,101,0,10,0.25,2,2,L,11069395938400872051,0.0004082000014022924,320,0,320,0,0,0,0.0,,0.0,0.010924900001555216
Mk01-101-0,Mk01,explore,101,0,10,0.25,3,0,R,2607593753275373419,0.0004039999985252507,54,8,38,0,8,8,0.001341744356134664,0.000167718044516833,0.000167718044516833,0.0077602000019396655
Mk01-101-0,Mk01,explore,101,0,10,0.25,3,0,S,2607593753275373419,0.0004039999985252507,96,8,75,0,13,8,0.008948851357711464,0.001118606419713933,0.001118606419713933,0.009125600001425482
Mk01-101-0,Mk01,explore,101,0,10,0.25,3,0,A,2607593753275373419,0.0004039999985252507,33,8,24,0,1,8,0.010929710334361692,0.0013662137917952114,0.0013662137917952114,0.007608400002936833
Mk01-101-0,Mk01,explore,101,0,10,0.25,3,0,C,2607593753275373419,0.0004039999985252507,82,8,67,0,7,8,0.010929710334361692,0.0013662137917952114,0.0013662137917952114,0.008433999995759223
Mk01-101-0,Mk01,explore,101,0,10,0.25,3,0,W,2607593753275373419,0.0004039999985252507,35,8,26,0,1,8,0.01515938659227715,0.0018949233240346437,0.0018949233240346437,0.008100999999442138
Mk01-101-0,Mk01,explore,101,0,10,0.25,3,0,L,2607593753275373419,0.0004039999985252507,13,8,5,0,0,8,0.01515938659227715,0.0018949233240346437,0.0018949233240346437,0.0068436000001383945
Mk01-101-0,Mk01,explore,101,0,10,0.25,3,1,R,8941446366896886547,0.0004273000013199635,28,8,19,0,1,8,0.0012793911477383558,0.00015992389346729447,0.00015992389346729447,0.006981600003200583
Mk01-101-0,Mk01,explore,101,0,10,0.25,3,1,S,8941446366896886547,0.0004273000013199635,30,8,22,0,0,8,0.009013177364647866,0.0011266471705809833,0.0011266471705809833,0.007836299999326002
Mk01-101-0,Mk01,explore,101,0,10,0.25,3,1,A,8941446366896886547,0.0004273000013199635,36,8,27,0,1,8,0.010929710334361692,0.0013662137917952114,0.0013662137917952114,0.007692199993471149
Mk01-101-0,Mk01,explore,101,0,10,0.25,3,1,C,8941446366896886547,0.0004273000013199635,32,8,24,0,0,8,0.010929710334361692,0.0013662137917952114,0.0013662137917952114,0.008558499997889157
Mk01-101-0,Mk01,explore,101,0,10,0.25,3,1,W,8941446366896886547,0.0004273000013199635,34,8,25,0,1,8,0.010929710334361692,0.0013662137917952114,0.0013662137917952114,0.007220799998322036
Mk01-101-0,Mk01,explore,101,0,10,0.25,3,1,L,8941446366896886547,0.0004273000013199635,75,8,62,0,5,8,0.019641889549439198,0.0024552361936798998,0.0024552361936798998,0.008715700001630466
Mk01-101-0,Mk01,explore,101,0,10,0.25,3,2,R,13513008415393168437,0.0004062000007252209,129,8,105,0,16,8,0.008948851357711464,0.001118606419713933,0.001118606419713933,0.010105199995450675
Mk01-101-0,Mk01,explore,101,0,10,0.25,3,2,S,13513008415393168437,0.0004062000007252209,80,8,64,0,8,8,0.005365602758446709,0.0006707003448058386,0.0006707003448058386,0.008459900003799703
Mk01-101-0,Mk01,explore,101,0,10,0.25,3,2,A,13513008415393168437,0.0004062000007252209,40,8,29,0,3,8,0.010929710334361692,0.0013662137917952114,0.0013662137917952114,0.008086199995887
Mk01-101-0,Mk01,explore,101,0,10,0.25,3,2,C,13513008415393168437,0.0004062000007252209,55,8,44,0,3,8,0.010929710334361692,0.0013662137917952114,0.0013662137917952114,0.00781769999593962
Mk01-101-0,Mk01,explore,101,0,10,0.25,3,2,W,13513008415393168437,0.0004062000007252209,66,8,49,0,9,8,0.019641889549439198,0.0024552361936798998,0.0024552361936798998,0.008606999996118248
Mk01-101-0,Mk01,explore,101,0,10,0.25,3,2,L,13513008415393168437,0.0004062000007252209,40,8,29,0,3,8,0.019641889549439198,0.0024552361936798998,0.0024552361936798998,0.007455999999365304
Mk01-101-0,Mk01,explore,101,0,10,0.25,4,0,R,10021893449756127752,0.000396099996578414,5,2,1,0,2,7,8.818432012243187e-05,1.2597760017490267e-05,1.1023040015303983e-05,0.005195699995965697
Mk01-101-0,Mk01,explore,101,0,10,0.25,4,0,S,10021893449756127752,0.000396099996578414,5,2,1,0,2,7,8.818432012243187e-05,1.2597760017490267e-05,1.1023040015303983e-05,0.004559100001642946
Mk01-101-0,Mk01,explore,101,0,10,0.25,4,0,A,10021893449756127752,0.000396099996578414,6,1,4,0,1,7,8.818432012243187e-05,1.2597760017490267e-05,1.1023040015303983e-05,0.0043586000028881244
Mk01-101-0,Mk01,explore,101,0,10,0.25,4,0,C,10021893449756127752,0.000396099996578414,6,1,4,0,1,7,8.818432012243187e-05,1.2597760017490267e-05,1.1023040015303983e-05,0.004605500005709473
Mk01-101-0,Mk01,explore,101,0,10,0.25,4,0,W,10021893449756127752,0.000396099996578414,7,0,7,0,0,7,0.0,0.0,0.0,0.0045738000044366345
Mk01-101-0,Mk01,explore,101,0,10,0.25,4,0,L,10021893449756127752,0.000396099996578414,7,0,7,0,0,7,0.0,0.0,0.0,0.004128200002014637
Mk01-101-0,Mk01,explore,101,0,10,0.25,4,1,R,11957686921564354870,0.0003952000042772852,5,2,3,0,0,7,0.004098850291927476,0.0005855500417039251,0.0005123562864909345,0.004560200002742931
Mk01-101-0,Mk01,explore,101,0,10,0.25,4,1,S,11957686921564354870,0.0003952000042772852,5,3,2,0,0,8,0.0,0.0,0.0,0.005822299994179048
Mk01-101-0,Mk01,explore,101,0,10,0.25,4,1,A,11957686921564354870,0.0003952000042772852,7,0,7,0,0,7,0.0,0.0,0.0,0.004153200003202073
Mk01-101-0,Mk01,explore,101,0,10,0.25,4,1,C,11957686921564354870,0.0003952000042772852,6,1,5,0,0,7,0.0,0.0,0.0,0.004326900001615286
Mk01-101-0,Mk01,explore,101,0,10,0.25,4,1,W,11957686921564354870,0.0003952000042772852,7,0,7,0,0,7,0.0,0.0,0.0,0.004155099995841738
Mk01-101-0,Mk01,explore,101,0,10,0.25,4,1,L,11957686921564354870,0.0003952000042772852,7,0,7,0,0,7,0.0,0.0,0.0,0.005793399999674875
Mk01-101-0,Mk01,explore,101,0,10,0.25,4,2,R,3124149455067922545,0.0004065000030095689,6,1,5,0,0,7,0.0,0.0,0.0,0.004377500001282897
Mk01-101-0,Mk01,explore,101,0,10,0.25,4,2,S,3124149455067922545,0.0004065000030095689,5,2,2,0,1,7,8.818432012243187e-05,1.2597760017490267e-05,1.1023040015303983e-05,0.00457079999614507
Mk01-101-0,Mk01,explore,101,0,10,0.25,4,2,A,3124149455067922545,0.0004065000030095689,6,1,5,0,0,7,8.818432012243187e-05,1.2597760017490267e-05,1.1023040015303983e-05,0.004919099999824539
Mk01-101-0,Mk01,explore,101,0,10,0.25,4,2,C,3124149455067922545,0.0004065000030095689,5,2,2,0,1,7,8.818432012243187e-05,1.2597760017490267e-05,1.1023040015303983e-05,0.004572199999529403
Mk01-101-0,Mk01,explore,101,0,10,0.25,4,2,W,3124149455067922545,0.0004065000030095689,7,0,7,0,0,7,0.0,0.0,0.0,0.004164800004218705
Mk01-101-0,Mk01,explore,101,0,10,0.25,4,2,L,3124149455067922545,0.0004065000030095689,7,0,7,0,0,7,0.0,0.0,0.0,0.004141799996432383
Mk01-101-0,Mk01,explore,101,0,10,0.25,5,0,R,7065681514930813205,0.0005770999996457249,26,8,17,0,1,8,0.017016812946164632,0.002127101618270579,0.002127101618270579,0.007216800004243851
Mk01-101-0,Mk01,explore,101,0,10,0.25,5,0,S,7065681514930813205,0.0005770999996457249,26,8,17,0,1,8,0.019390675162505457,0.002423834395313182,0.002423834395313182,0.006972900002438109
Mk01-101-0,Mk01,explore,101,0,10,0.25,5,0,A,7065681514930813205,0.0005770999996457249,39,8,30,0,1,8,0.017057012703009723,0.0021321265878762154,0.0021321265878762154,0.00856740000017453
Mk01-101-0,Mk01,explore,101,0,10,0.25,5,0,C,7065681514930813205,0.0005770999996457249,39,8,29,0,2,8,0.019390675162505457,0.002423834395313182,0.002423834395313182,0.007243400003062561
Mk01-101-0,Mk01,explore,101,0,10,0.25,5,0,W,7065681514930813205,0.0005770999996457249,52,8,42,0,2,8,0.01965079123620901,0.0024563489045261264,0.0024563489045261264,0.007932500004244503
Mk01-101-0,Mk01,explore,101,0,10,0.25,5,0,L,7065681514930813205,0.0005770999996457249,28,8,18,0,2,8,0.019684635900635128,0.002460579487579391,0.002460579487579391,0.007040699994831812
Mk01-101-0,Mk01,explore,101,0,10,0.25,5,1,R,17030853037537132519,0.00040379999700235203,11,8,3,0,0,8,0.013530433800463459,0.0016913042250579324,0.0016913042250579324,0.007107599994924385
Mk01-101-0,Mk01,explore,101,0,10,0.25,5,1,S,17030853037537132519,0.00040379999700235203,21,8,12,0,1,8,0.01949107625163251,0.0024363845314540637,0.0024363845314540637,0.0068436000001383945
Mk01-101-0,Mk01,explore,101,0,10,0.25,5,1,A,17030853037537132519,0.00040379999700235203,27,8,18,0,1,8,0.020309259538009196,0.0025386574422511495,0.0025386574422511495,0.0078072999967844225
